label,message,word_count,has_punctuation,has_digits,has_url,has_special_chars,has_uppercase,has_emoji,tokens
spam,thanks for your subscription to ringtone uk mobile will be charged month please confirm by replying yes or no if you reply not,29,True,True,False,False,True,False,"['thanks', 'subscription', 'ringtone', 'uk', 'mobile', 'charged', 'month', 'please', 'confirm', 'replying', 'yes', 'reply']"
ham,yup ok i go home look at the timings then msg ü again xuhui going to learn on nd may too but her lesson is am,28,True,True,False,False,True,False,"['yup', 'ok', 'go', 'home', 'look', 'timing', 'msg', 'xuhui', 'going', 'learn', 'nd', 'may', 'lesson']"
ham,oops ill let you know when my roommates done,9,True,False,False,False,True,False,"['oops', 'ill', 'let', 'know', 'roommate', 'done']"
ham,i see the letter b on my car,8,False,False,False,False,True,False,"['see', 'letter', 'car']"
ham,anything lor u decide,4,True,False,False,False,True,False,"['anything', 'lor', 'decide']"
ham,hello hows you and how did saturday go i was just texting to see if youd decided do anything tomo not that im trying invite myself or,30,True,False,False,False,True,False,"['hello', 'hows', 'saturday', 'go', 'texting', 'see', 'youd', 'decided', 'anything', 'tomo', 'im', 'trying', 'invite']"
ham,pls go ahead with watts i just wanted to be sure do have a great weekend abiola,17,True,False,False,False,True,False,"['pls', 'go', 'ahead', 'watt', 'wanted', 'sure', 'great', 'weekend', 'abiola']"
ham,did i forget to tell you want need crave but most of all love my sweet arabian steed mm yummy,34,True,False,False,False,True,False,"['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mm', 'yummy']"
spam,rodger burns msg we tried to call you re your reply our sms for a free nokia mobile camcorder please now delivery tomorrow,33,True,True,False,True,True,False,"['rodger', 'burn', 'msg', 'tried', 'call', 'reply', 'sm', 'free', 'nokia', 'mobile', 'camcorder', 'please', 'delivery', 'tomorrow']"
ham,who are you seeing,4,True,False,False,False,True,False,['seeing']
ham,great i hope you like your man well endowed am ltgt inches,13,True,False,False,True,True,False,"['great', 'hope', 'like', 'man', 'well', 'endowed', 'ltgt', 'inch']"
ham,no callsmessagesmissed calls,3,True,False,False,False,True,False,"['callsmessagesmissed', 'call']"
ham,didnt you get hep b immunisation in nigeria,8,True,False,False,False,True,False,"['didnt', 'get', 'hep', 'immunisation', 'nigeria']"
ham,fair enough anything going on,5,True,False,False,False,True,False,"['fair', 'enough', 'anything', 'going']"
ham,yeah hopefully if tyler cant do it i could maybe ask around a bit,14,True,False,False,False,True,False,"['yeah', 'hopefully', 'tyler', 'cant', 'could', 'maybe', 'ask', 'around', 'bit']"
ham,u dont know how stubborn i am didnt even want to go the hospital kept telling mark im not a weak sucker hospitals are for suckers,30,True,False,False,False,True,False,"['dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'im', 'weak', 'sucker', 'hospital', 'sucker']"
ham,what you thinked about me first time saw in class,12,True,False,False,False,True,False,"['thinked', 'first', 'time', 'saw', 'class']"
ham,a gram usually runs like ltgt half eighth is smarter though and gets you almost whole second for,23,True,False,False,True,True,False,"['gram', 'usually', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second']"
ham,k fyi x has a ride early tomorrow morning but hes crashing at our place tonight,16,True,False,False,False,True,False,"['fyi', 'ride', 'early', 'tomorrow', 'morning', 'he', 'crashing', 'place', 'tonight']"
ham,wow i never realized that you were so embarassed by your accomodations thought liked it since was doing the best could and always seemed happy about cave im sorry didnt dont have more to give offered room embarassing,55,True,False,False,False,True,False,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'im', 'sorry', 'didnt', 'dont', 'give', 'offered', 'room', 'embarassing']"
spam,sms ac sptv the new jersey devils and detroit red wings play ice hockey correct or incorrect end reply,22,True,False,False,False,True,False,"['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply']"
ham,do you know what mallika sherawat did yesterday find out now lturlgt,13,True,False,False,True,True,False,"['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']"
spam,congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bxipwe pm dont miss out,27,True,True,False,False,True,False,"['congrats', 'year', 'special', 'cinema', 'pas', 'call', 'suprman', 'matrix', 'starwars', 'etc', 'free', 'bxipwe', 'pm', 'dont', 'miss']"
ham,sorry ill call later in meeting,6,True,False,False,False,True,False,"['sorry', 'ill', 'call', 'later', 'meeting']"
ham,tell where you reached,4,False,False,False,False,True,False,"['tell', 'reached']"
ham,yesgauti and sehwag out of odi series,7,True,False,False,False,True,False,"['yesgauti', 'sehwag', 'odi', 'series']"
ham,your gonna have to pick up a burger for yourself on way home i cant even move pain is killing me,23,True,True,False,True,True,False,"['gonna', 'pick', 'burger', 'way', 'home', 'cant', 'even', 'move', 'pain', 'killing']"
ham,ha good joke girls are situation seekers,9,True,False,False,False,True,False,"['ha', 'good', 'joke', 'girl', 'situation', 'seeker']"
ham,its a part of checking iq,6,False,False,False,False,True,False,"['part', 'checking', 'iq']"
ham,sorry my roommates took forever it ok if i come by now,12,True,False,False,False,True,False,"['sorry', 'roommate', 'took', 'forever', 'ok', 'come']"
ham,ok lar i double check wif da hair dresser already he said wun cut v short will until look nice,24,True,False,False,False,True,False,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'short', 'look', 'nice']"
spam,as a valued customer i am pleased to advise you that following recent review of your mob no are awarded with bonus prize call,28,True,True,False,False,True,False,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']"
ham,today is song dedicated day which will u dedicate for me send this to all ur valuable frnds but first rply,23,True,False,False,False,True,False,"['today', 'song', 'dedicated', 'day', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']"
spam,urgent ur awarded a complimentary trip to eurodisinc trav acoentry or claim txt dis morefrmmob shracomorsglsuplt ls aj,22,True,True,False,True,True,False,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry', 'claim', 'txt', 'dis', 'morefrmmob', 'shracomorsglsuplt', 'l', 'aj']"
spam,did you hear about the new divorce barbie it comes with all of kens stuff,15,True,False,False,False,True,False,"['hear', 'new', 'divorce', 'barbie', 'come', 'ken', 'stuff']"
ham,i plane to give on this month end,8,True,False,False,False,True,False,"['plane', 'give', 'month', 'end']"
ham,wah lucky man then can save money hee,8,True,False,False,False,True,False,"['wah', 'lucky', 'man', 'save', 'money', 'hee']"
ham,finished class where are you,5,True,False,False,False,True,False,"['finished', 'class']"
ham,hi babe im at home now wanna do something xx,10,True,False,False,False,True,False,"['hi', 'babe', 'im', 'home', 'wanna', 'something', 'xx']"
ham,kkwhere are youhow did you performed,6,True,False,False,True,True,False,"['kkwhere', 'youhow', 'performed']"
ham,u can call me now,5,True,False,False,False,True,False,['call']
ham,i am waiting machan call me once you free,9,True,False,False,False,True,False,"['waiting', 'machan', 'call', 'free']"
ham,thats cool i am a gentleman and will treat you with dignity respect,14,True,False,False,False,True,False,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']"
ham,i like you peoples very much but am shy pa,11,True,False,False,True,True,False,"['like', 'people', 'much', 'shy', 'pa']"
ham,does not operate after ltgt or what,7,True,False,False,True,True,False,"['operate', 'ltgt']"
ham,its not the same here still looking for a job how much do tas earn there,16,True,False,False,False,True,False,"['still', 'looking', 'job', 'much', 'ta', 'earn']"
ham,sorry ill call later,4,True,False,False,False,True,False,"['sorry', 'ill', 'call', 'later']"
ham,k did you call me just now ah,8,True,False,False,False,True,False,"['call', 'ah']"
ham,ok i am on the way to home hi,10,False,False,False,False,True,False,"['ok', 'way', 'home', 'hi']"
ham,you will be in the place of that man,9,False,False,False,False,True,False,"['place', 'man']"
ham,yup next stop,3,True,False,False,False,True,False,"['yup', 'next', 'stop']"
ham,i call you later dont have network if urgnt sms me,11,True,False,False,False,True,False,"['call', 'later', 'dont', 'network', 'urgnt', 'sm']"
ham,for real when u getting on yo i only need more tickets and one jacket im done already used all my multis,26,True,True,False,False,True,False,"['real', 'getting', 'yo', 'need', 'ticket', 'one', 'jacket', 'im', 'done', 'already', 'used', 'multis']"
ham,yes i started to send requests make it but pain came back so im in bed double coins at the factory too gotta cash all my nitros,31,True,False,False,False,True,False,"['yes', 'started', 'send', 'request', 'make', 'pain', 'came', 'back', 'im', 'bed', 'double', 'coin', 'factory', 'gotta', 'cash', 'nitros']"
ham,im really not up to it still tonight babe,9,True,False,False,False,True,False,"['im', 'really', 'still', 'tonight', 'babe']"
ham,ela kanoil download come wen ur free,7,True,False,False,False,True,False,"['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']"
ham,yeah do dont stand to close tho youll catch something,10,True,False,False,False,True,False,"['yeah', 'dont', 'stand', 'close', 'tho', 'youll', 'catch', 'something']"
ham,sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means havent done any of y stuffmoro includes all my time sheets,39,True,True,False,False,True,False,"['sorry', 'pain', 'ok', 'meet', 'another', 'night', 'spent', 'late', 'afternoon', 'casualty', 'mean', 'havent', 'done', 'stuffmoro', 'includes', 'time', 'sheet']"
ham,smile in pleasure pain when trouble pours like rain sum hurts u becoz someone still loves to see smiling,26,True,True,False,False,True,False,"['smile', 'pleasure', 'pain', 'trouble', 'pours', 'like', 'rain', 'sum', 'hurt', 'becoz', 'someone', 'still', 'love', 'see', 'smiling']"
spam,please call our customer service representative on between ampm as you have won a guaranteed cash or prize,23,True,True,False,False,True,False,"['please', 'call', 'customer', 'service', 'representative', 'ampm', 'guaranteed', 'cash', 'prize']"
ham,havent planning to buy later i check already lido only got show in e afternoon u finish work,20,True,True,False,False,True,False,"['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', 'show', 'afternoon', 'finish', 'work']"
spam,your free ringtone is waiting to be collected simply text the password mix verify get usher and britney fml po box mk h ppw,29,True,True,False,False,True,False,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', 'mk', 'ppw']"
ham,watching telugu moviewat abt u,5,True,False,False,False,True,False,"['watching', 'telugu', 'moviewat', 'abt']"
ham,i see when we finish have loads of loans to pay,12,True,False,False,False,True,False,"['see', 'finish', 'load', 'loan', 'pay']"
ham,hi wk been ok on hols now yes for a bit of run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does cause prob u,38,True,False,False,False,True,False,"['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdresser', 'appointment', 'four', 'need', 'get', 'home', 'shower', 'beforehand', 'cause', 'prob']"
ham,i see a cup of coffee animation,7,False,False,False,False,True,False,"['see', 'cup', 'coffee', 'animation']"
ham,please dont text me anymore i have nothing else to say,11,True,False,False,False,True,False,"['please', 'dont', 'text', 'anymore', 'nothing', 'else', 'say']"
ham,okay name ur price as long its legal wen can i pick them up y u ave x ams xx,21,True,False,False,False,True,False,"['okay', 'name', 'ur', 'price', 'long', 'legal', 'wen', 'pick', 'ave', 'am', 'xx']"
ham,im still looking for a car to buy and have not gone the driving test yet,16,True,True,False,False,True,False,"['im', 'still', 'looking', 'car', 'buy', 'gone', 'driving', 'test', 'yet']"
ham,as per your request melle oru minnaminunginte nurungu vettam has been set callertune for all callers press to copy friends,26,True,True,False,True,True,False,"['per', 'request', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'caller', 'press', 'copy', 'friend']"
ham,wow youre right i didnt mean to do that guess once gave up on boston men and changed my search location nyc something cuz signin page it still says,36,True,False,False,False,True,False,"['wow', 'youre', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'cuz', 'signin', 'page', 'still', 'say']"
ham,umma my life and vava love you lot dear,10,False,False,False,False,True,False,"['umma', 'life', 'vava', 'love', 'lot', 'dear']"
ham,thanks a lot for your wishes on my birthday you making truly memorable,17,True,False,False,False,True,False,"['thanks', 'lot', 'wish', 'birthday', 'making', 'truly', 'memorable']"
ham,aight ill hit you up when i get some cash,10,True,False,False,False,True,False,"['aight', 'ill', 'hit', 'get', 'cash']"
ham,how would my ip address test that considering computer isnt a minecraft server,14,True,False,False,False,True,False,"['would', 'ip', 'address', 'test', 'considering', 'computer', 'isnt', 'minecraft', 'server']"
ham,i know grumpy old people my mom was like you better not be lying then again am always the one to play jokes,24,True,False,False,False,True,False,"['know', 'grumpy', 'old', 'people', 'mom', 'like', 'better', 'lying', 'always', 'one', 'play', 'joke']"
ham,dont worry i guess hes busy,6,True,False,False,False,True,False,"['dont', 'worry', 'guess', 'he', 'busy']"
ham,what is the plural of noun research,8,True,False,False,False,True,False,"['plural', 'noun', 'research']"
ham,going for dinnermsg you after,5,True,False,False,False,True,False,"['going', 'dinnermsg']"
ham,im ok wif it cos i like try new things but scared u dun mah said not too loud,24,True,True,False,False,True,False,"['im', 'ok', 'wif', 'co', 'like', 'try', 'new', 'thing', 'scared', 'dun', 'mah', 'said', 'loud']"
spam,gent we are trying to contact you last weekends draw shows that won a prize guaranteed call claim code k valid hrs only ppm,27,True,True,False,False,True,False,"['gent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', 'prize', 'guaranteed', 'call', 'claim', 'code', 'valid', 'hr', 'ppm']"
ham,wa ur openin sentence very formal anyway im fine too juz tt eatin much n puttin on weighthaha so anythin special happened,24,True,False,False,False,True,False,"['wa', 'ur', 'openin', 'sentence', 'formal', 'anyway', 'im', 'fine', 'juz', 'tt', 'eatin', 'much', 'puttin', 'weighthaha', 'anythin', 'special', 'happened']"
ham,as i entered my cabin pa said happy bday boss felt special she askd me lunch after invited to her apartment we went there,32,True,True,False,False,True,False,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', 'lunch', 'invited', 'apartment', 'went']"
spam,you are a winner u have been specially selected receive or holiday flights inc speak to live operator claim pmin,27,True,True,False,True,True,False,"['winner', 'specially', 'selected', 'receive', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', 'claim', 'pmin']"
ham,goodo yes we must speak friday eggpotato ratio for tortilla needed,12,True,False,False,False,True,False,"['goodo', 'yes', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'needed']"
ham,hmmy uncle just informed me that hes paying the school directly so pls buy food,15,True,False,False,False,True,False,"['hmmy', 'uncle', 'informed', 'he', 'paying', 'school', 'directly', 'pls', 'buy', 'food']"
spam,private your account statement for shows unredeemed bonus points to claim call identifier code expires,20,True,True,False,False,True,False,"['private', 'account', 'statement', 'show', 'unredeemed', 'bonus', 'point', 'claim', 'call', 'identifier', 'code', 'expires']"
spam,urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline boxwrc ppm,26,True,True,False,False,True,False,"['urgent', 'mobile', 'awarded', 'bonus', 'caller', 'prize', 'final', 'try', 'contact', 'call', 'landline', 'boxwrc', 'ppm']"
ham,here is my new address applespairsall that malarky,8,True,False,False,True,False,False,"['new', 'address', 'applespairsall', 'malarky']"
spam,todays voda numbers ending are selected to receive a award if you have match please call quoting claim code standard rates app,27,True,True,False,True,True,False,"['today', 'voda', 'number', 'ending', 'selected', 'receive', 'award', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rate', 'app']"
ham,i am going to sao mu today will be done only at,13,True,True,False,False,True,False,"['going', 'sao', 'mu', 'today', 'done']"
ham,ü predict wat time üll finish buying,7,True,False,False,False,False,False,"['predict', 'wat', 'time', 'üll', 'finish', 'buying']"
ham,good stuff will do,4,True,False,False,False,True,False,"['good', 'stuff']"
ham,just so that you knowyetunde hasnt sent money yet i her a text not to bother sending its over dont have involve yourself in anything shouldnt imposed on the first place for apologise,46,True,False,False,False,True,False,"['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'first', 'place', 'apologise']"
ham,are you there in room,5,True,False,False,False,True,False,['room']
ham,hey girl how r u hope well me an del bak again long time no c give a call sum from lucyxx,27,True,False,False,False,True,False,"['hey', 'girl', 'hope', 'well', 'del', 'bak', 'long', 'time', 'give', 'call', 'sum', 'lucyxx']"
ham,kkhow much does it cost,5,True,False,False,True,True,False,"['kkhow', 'much', 'cost']"
ham,im home,2,True,False,False,False,True,False,"['im', 'home']"
ham,dear will call tmorrowpls accomodate,5,True,False,False,False,True,False,"['dear', 'call', 'tmorrowpls', 'accomodate']"
ham,first answer my question,4,True,False,False,False,True,False,"['first', 'answer', 'question']"
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to sptyrone,25,True,True,False,False,True,False,"['sunshine', 'quiz', 'wkly', 'win', 'top', 'sony', 'dvd', 'player', 'know', 'country', 'algarve', 'txt', 'ansr', 'sptyrone']"
spam,want get laid tonight real dogging locations sent direct ur mob join the uks largest network bt txting gravel to nt eca pmsgp,28,True,True,False,True,True,False,"['want', 'get', 'laid', 'tonight', 'real', 'dogging', 'location', 'sent', 'direct', 'ur', 'mob', 'join', 'uk', 'largest', 'network', 'bt', 'txting', 'gravel', 'nt', 'eca', 'pmsgp']"
ham,i only haf msn its yijuehotmailcom,6,True,False,False,True,True,False,"['haf', 'msn', 'yijuehotmailcom']"
ham,he is there you call and meet him,8,True,False,False,False,True,False,"['call', 'meet']"
ham,no i will check all rooms befor activities,9,True,False,False,False,True,False,"['check', 'room', 'befor', 'activity']"
spam,youll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing must age verify with yr network try again,32,True,True,False,True,True,False,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', 'get', 'nothing', 'must', 'age', 'verify', 'yr', 'network', 'try']"
ham,got c i lazy to type forgot ü in lect saw a pouch but like not v nice,20,True,False,False,False,True,False,"['got', 'lazy', 'type', 'forgot', 'lect', 'saw', 'pouch', 'like', 'nice']"
ham,k text me when youre on the way,8,True,False,False,False,True,False,"['text', 'youre', 'way']"
ham,sir waiting for your mail,5,True,False,False,False,True,False,"['sir', 'waiting', 'mail']"
ham,a swt thought nver get tired of doing little things lovable persons cozsomtimes those occupy d biggest part in their hearts gud ni,26,True,True,False,False,True,False,"['swt', 'thought', 'nver', 'get', 'tired', 'little', 'thing', 'lovable', 'person', 'cozsomtimes', 'occupy', 'biggest', 'part', 'heart', 'gud', 'ni']"
ham,i know you are can pls open the back,10,True,False,False,False,True,False,"['know', 'pls', 'open', 'back']"
ham,yes see ya not on the dot,7,False,False,False,False,True,False,"['yes', 'see', 'ya', 'dot']"
ham,whats the staff name who is taking class for us,10,True,False,False,False,True,False,"['whats', 'staff', 'name', 'taking', 'class', 'u']"
spam,freemsg why havent you replied to my text im randy sexy female and live local luv hear from u netcollex ltd p per msg reply stop end,29,True,True,False,False,True,False,"['freemsg', 'havent', 'replied', 'text', 'im', 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'netcollex', 'ltd', 'per', 'msg', 'reply', 'stop', 'end']"
ham,ummawill call after check inour life will begin from qatar so pls pray very hard,15,True,False,False,False,True,False,"['ummawill', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']"
ham,ki deleted my contact that why,6,True,False,False,False,True,False,"['ki', 'deleted', 'contact']"
ham,sindu got job in birla soft,7,True,False,False,False,True,False,"['sindu', 'got', 'job', 'birla', 'soft']"
ham,the wine is flowing and im i have nevering,9,True,False,False,False,True,False,"['wine', 'flowing', 'im', 'nevering']"
ham,yup i thk cine is better cos no need go down plaza mah,15,True,True,False,False,True,False,"['yup', 'thk', 'cine', 'better', 'co', 'need', 'go', 'plaza', 'mah']"
ham,ok ur typical reply,4,True,False,False,False,True,False,"['ok', 'ur', 'typical', 'reply']"
ham,as per your request melle oru minnaminunginte nurungu vettam has been set callertune for all callers press to copy friends,26,True,True,False,True,True,False,"['per', 'request', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'set', 'callertune', 'caller', 'press', 'copy', 'friend']"
ham,you are everywhere dirt on the floor windows even my shirt and sometimes when i open mouth all that comes flowing out dream of world without then half chores too a time joy for me lots tv shows ill see but guess like things just must exist rain hail mist here is done become one,80,True,False,False,False,True,False,"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'ill', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'rain', 'hail', 'mist', 'done', 'become', 'one']"
ham,aaooright are you at work,5,True,False,False,False,True,False,"['aaooright', 'work']"
ham,im leaving my house now,5,True,False,False,False,True,False,"['im', 'leaving', 'house']"
ham,hello my love what are you doing did get to that interview today happy being a good boy do think of meare missing me,33,True,False,False,False,True,False,"['hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meare', 'missing']"
